airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-888,Mumbai,Evening,one,Morning,Chennai,Economy,13.92,40,4417
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,8.67,28,5574
GO_FIRST,G8-537,Kolkata,Evening,one,Late_Night,Mumbai,Economy,9.58,27,7958
Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,11.42,9,49177
Air_India,AI-867,Mumbai,Night,one,Morning,Chennai,Economy,11.42,15,9576
Indigo,6E-5332,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,8.42,15,6930
Air_India,AI-619,Mumbai,Night,zero,Night,Hyderabad,Business,1.33,36,17548
Vistara,UK-877,Mumbai,Morning,zero,Afternoon,Hyderabad,Economy,1.5,22,3450
AirAsia,I5-747,Delhi,Evening,one,Late_Night,Mumbai,Economy,5.58,38,4867
Indigo,6E-5337,Mumbai,Afternoon,zero,Evening,Chennai,Economy,2.08,48,3000
Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Economy,17.33,36,6450
Indigo,6E-6965,Kolkata,Afternoon,zero,Evening,Mumbai,Economy,3.0,40,5334
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Economy,15.92,36,5810
Air_India,AI-811,Delhi,Evening,one,Night,Bangalore,Business,27.25,11,37594
Vistara,UK-880,Hyderabad,Afternoon,zero,Afternoon,Delhi,Business,2.25,7,24234
Vistara,UK-950,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,36,2339
GO_FIRST,G8-371,Mumbai,Evening,one,Late_Night,Delhi,Economy,9.83,29,5942
Indigo,6E-514,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,4.0,42,1755
Vistara,UK-651,Mumbai,Evening,one,Evening,Kolkata,Business,27.5,19,73581
GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.08,24,5954
Indigo,6E-6113,Chennai,Afternoon,one,Night,Hyderabad,Economy,7.0,32,3280
Air_India,AI-526,Kolkata,Evening,one,Evening,Delhi,Business,23.5,45,43910
Vistara,UK-874,Hyderabad,Morning,one,Early_Morning,Bangalore,Business,23.33,32,38099
Vistara,UK-894,Hyderabad,Evening,one,Afternoon,Delhi,Economy,18.17,46,5823
Vistara,UK-832,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.83,19,2327
GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.25,4,5954
Vistara,UK-845,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,14.92,49,3334
Air_India,AI-539,Chennai,Evening,one,Night,Mumbai,Economy,28.58,43,4357
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,16.67,41,5780
Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,16.0,8,49553
Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,Business,11.25,14,55347
Indigo,6E-6178,Bangalore,Night,zero,Late_Night,Hyderabad,Economy,1.17,47,1714
Vistara,UK-819,Delhi,Afternoon,one,Morning,Hyderabad,Economy,18.83,30,5761
Vistara,UK-846,Bangalore,Morning,one,Night,Hyderabad,Business,12.42,5,53620
Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,11.17,37,54777
GO_FIRST,G8-2508,Mumbai,Night,one,Morning,Bangalore,Economy,8.92,13,5102
Indigo,6E-605,Chennai,Afternoon,one,Night,Hyderabad,Economy,10.08,39,1105
Indigo,6E-6223,Mumbai,Afternoon,one,Night,Kolkata,Economy,4.42,19,4772
Air_India,AI-808,Bangalore,Night,one,Afternoon,Chennai,Business,15.67,43,60396
Vistara,UK-902,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.17,16,3971
Indigo,6E-6212,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.42,46,1694
Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Business,12.25,35,68415
Air_India,AI-640,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.08,2,10744
Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Business,7.25,47,53440
Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.67,28,49553
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13.0,8,40435
Indigo,6E-6309,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,7.42,45,3361
SpiceJet,SG-242,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.75,28,5017
Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Economy,7.25,30,5606
Air_India,AI-765,Kolkata,Evening,one,Evening,Mumbai,Business,22.17,12,43711
AirAsia,I5-991,Kolkata,Evening,one,Late_Night,Mumbai,Economy,8.33,31,3379
Vistara,UK-822,Chennai,Morning,one,Afternoon,Delhi,Economy,4.75,28,5206
Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Business,2.25,9,34472
Air_India,AI-569,Chennai,Early_Morning,one,Evening,Bangalore,Business,12.17,6,43729
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,9.5,31,7135
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,20.75,38,7767
Air_India,AI-679,Mumbai,Morning,one,Evening,Chennai,Economy,5.83,21,4757
GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,8,8869
GO_FIRST,G8-812,Bangalore,Night,one,Morning,Hyderabad,Economy,11.75,32,4403
Vistara,UK-877,Mumbai,Morning,two_or_more,Morning,Chennai,Economy,23.17,7,15014
Vistara,UK-853,Mumbai,Afternoon,one,Night,Hyderabad,Economy,4.92,8,8988
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Chennai,Business,11.0,3,57003
GO_FIRST,G8-331,Mumbai,Morning,one,Night,Hyderabad,Economy,11.83,21,4262
Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.67,36,4363
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Hyderabad,Business,15.75,19,52175
GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Delhi,Economy,8.67,44,4827
Air_India,AI-619,Mumbai,Night,one,Morning,Kolkata,Business,11.83,6,36980
Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,12.25,11,7774
SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,16,3884
Vistara,UK-776,Kolkata,Evening,one,Afternoon,Hyderabad,Business,18.67,21,49207
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,10.92,44,60160
Air_India,AI-651,Mumbai,Morning,two_or_more,Morning,Chennai,Economy,23.08,3,16333
Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Business,16.67,31,53209
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,14.92,47,4637
AirAsia,I5-942,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,4.67,15,4259
Indigo,6E-881,Chennai,Afternoon,one,Night,Bangalore,Economy,6.75,37,4257
SpiceJet,SG-8108,Chennai,Night,zero,Late_Night,Delhi,Economy,2.75,8,7352
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,9.67,2,16948
Air_India,AI-732,Kolkata,Afternoon,one,Night,Delhi,Economy,7.92,40,4960
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16.0,15,12557
Vistara,UK-778,Kolkata,Afternoon,one,Night,Chennai,Business,28.92,2,80175
Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Business,8.67,36,45883
GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Chennai,Economy,12.83,24,4896
GO_FIRST,G8-304,Chennai,Afternoon,one,Late_Night,Bangalore,Economy,10.42,48,4612
Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,7.08,12,11448
Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Business,24.92,27,67809
GO_FIRST,G8-351,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.0,31,8101
Indigo,6E-126,Chennai,Evening,one,Late_Night,Kolkata,Economy,7.67,7,11437
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Chennai,Economy,10.33,30,4348
Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.58,36,39321
Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,5.42,40,54777
Vistara,UK-637,Delhi,Evening,one,Evening,Hyderabad,Economy,24.33,43,5097
Vistara,UK-778,Kolkata,Afternoon,one,Night,Hyderabad,Economy,7.58,16,7020
Air_India,AI-669,Mumbai,Morning,two_or_more,Morning,Bangalore,Economy,20.92,12,14766
AirAsia,I5-582,Kolkata,Morning,one,Evening,Delhi,Economy,10.25,36,13725
Vistara,UK-706,Kolkata,Morning,one,Evening,Chennai,Economy,9.67,45,8589
SpiceJet,SG-4027,Kolkata,Morning,one,Evening,Delhi,Economy,7.5,20,9136
Indigo,6E-5202,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,3.42,12,10091
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.83,33,57017
Air_India,AI-888,Mumbai,Evening,zero,Night,Delhi,Economy,2.25,26,2464
Air_India,AI-729,Kolkata,Morning,two_or_more,Night,Chennai,Economy,13.75,24,7046
Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.42,48,3153
Indigo,6E-563,Kolkata,Morning,one,Afternoon,Bangalore,Economy,7.58,27,6489
Air_India,AI-765,Kolkata,Evening,one,Morning,Delhi,Business,13.92,40,48079
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,11.67,34,4731
Air_India,AI-503,Bangalore,Evening,one,Afternoon,Chennai,Economy,18.83,21,6339
Air_India,AI-543,Hyderabad,Morning,one,Afternoon,Chennai,Economy,26.92,49,4229
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,12.0,44,7196
Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Economy,22.67,5,10593
Air_India,AI-440,Chennai,Early_Morning,one,Late_Night,Bangalore,Business,18.0,40,60260
SpiceJet,SG-534,Delhi,Night,one,Early_Morning,Chennai,Economy,9.42,28,4149
Vistara,UK-818,Bangalore,Evening,one,Evening,Mumbai,Business,20.83,3,70700
Indigo,6E-157,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,5.42,38,2526
AirAsia,I5-548,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.58,44,3090
Vistara,UK-873,Mumbai,Early_Morning,one,Morning,Delhi,Business,26.67,24,41269
Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Business,10.75,42,38099
Indigo,6E-154,Mumbai,Late_Night,one,Morning,Kolkata,Economy,7.75,40,2835
GO_FIRST,G8-211,Delhi,Morning,one,Night,Mumbai,Economy,11.33,17,5087
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Chennai,Economy,16.42,34,4672
Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Business,8.83,28,52287
Indigo,6E-512,Kolkata,Afternoon,one,Evening,Chennai,Economy,6.08,19,6489
Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,7.33,28,54777
Indigo,6E-487,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.42,22,4389
GO_FIRST,G8-351,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.08,28,5569
Indigo,6E-541,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,3.83,41,1694
Vistara,UK-878,Hyderabad,Afternoon,one,Early_Morning,Bangalore,Business,18.92,21,38099
GO_FIRST,G8-789,Kolkata,Morning,one,Night,Delhi,Economy,11.83,24,6488
Air_India,AI-9893,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.58,21,3288
Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,42,4781
Air_India,AI-809,Mumbai,Morning,one,Evening,Bangalore,Business,6.25,36,54608
Vistara,UK-850,Bangalore,Evening,one,Evening,Kolkata,Economy,20.92,21,6271
Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,32.33,2,23994
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Chennai,Business,14.17,6,57992
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Business,10.67,20,67004
GO_FIRST,G8-424,Hyderabad,Early_Morning,two_or_more,Night,Bangalore,Economy,14.92,13,4452
Vistara,UK-874,Hyderabad,Morning,one,Morning,Kolkata,Economy,25.17,39,7767
Indigo,6E-7062,Hyderabad,Early_Morning,one,Morning,Chennai,Economy,5.0,5,4453
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Business,15.92,17,53743
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.83,46,7660
Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,12.25,49,49553
GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Mumbai,Economy,9.33,26,3330
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Business,17.5,42,53743
Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Business,16.17,20,55377
Vistara,UK-866,Bangalore,Night,zero,Night,Mumbai,Business,1.75,15,20760
AirAsia,I5-767,Mumbai,Early_Morning,one,Night,Bangalore,Economy,14.42,41,2074
Air_India,AI-743,Kolkata,Morning,one,Afternoon,Delhi,Economy,5.25,44,6354
Indigo,6E-7298,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.75,42,3374
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.75,8,9178
Air_India,AI-505,Bangalore,Morning,one,Morning,Chennai,Economy,22.5,49,6444
Air_India,AI-809,Mumbai,Morning,one,Evening,Hyderabad,Economy,9.33,36,4173
Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.83,44,4233
Vistara,UK-813,Delhi,Evening,one,Night,Hyderabad,Economy,27.33,33,5761
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Kolkata,Business,15.25,40,49725
GO_FIRST,G8-537,Kolkata,Evening,one,Night,Mumbai,Economy,5.0,33,6830
Air_India,AI-9518,Hyderabad,Night,zero,Night,Bangalore,Economy,1.5,15,4453
Air_India,AI-867,Mumbai,Night,one,Late_Night,Bangalore,Economy,26.67,18,6502
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Business,15.0,11,57666
Air_India,AI-808,Bangalore,Night,one,Morning,Kolkata,Economy,12.0,27,6583
Vistara,UK-846,Bangalore,Morning,one,Night,Hyderabad,Business,12.42,41,37985
Vistara,UK-996,Mumbai,Evening,zero,Night,Delhi,Business,2.17,8,36700
Air_India,AI-619,Mumbai,Night,one,Night,Delhi,Business,26.75,20,41101
Vistara,UK-828,Chennai,Early_Morning,one,Morning,Kolkata,Business,26.67,30,54896
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Hyderabad,Business,7.5,18,45805
Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Economy,22.33,41,5949
Vistara,UK-814,Bangalore,Night,one,Evening,Kolkata,Business,22.42,14,62188
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,5.75,40,4416
Air_India,AI-864,Mumbai,Early_Morning,one,Night,Chennai,Business,16.58,37,49613
Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Chennai,Economy,15.33,5,14113
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,11.08,38,88003
SpiceJet,SG-406,Kolkata,Night,one,Early_Morning,Chennai,Economy,11.42,37,4913
AirAsia,I5-721,Delhi,Night,one,Morning,Hyderabad,Economy,12.0,45,2977
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Business,7.58,31,50271
Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,8.58,36,5850
GO_FIRST,G8-792,Kolkata,Evening,one,Early_Morning,Mumbai,Economy,14.67,44,5507
Indigo,6E-2471,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,6,10733
Vistara,UK-778,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,18.33,3,19929
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Hyderabad,Business,16.58,33,52063
Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Business,7.67,5,66063
Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,8.08,34,61873
AirAsia,I5-713,Delhi,Evening,two_or_more,Morning,Chennai,Economy,16.33,46,1998
Air_India,AI-762,Delhi,Night,one,Night,Hyderabad,Economy,25.0,21,4415
Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Business,26.25,9,38099
Air_India,AI-840,Hyderabad,Night,one,Evening,Kolkata,Business,22.33,8,51707
Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Economy,2.17,19,2518
Vistara,UK-996,Mumbai,Evening,one,Evening,Chennai,Economy,21.83,11,11129
Vistara,UK-820,Bangalore,Evening,one,Morning,Kolkata,Economy,14.75,9,12544
Air_India,AI-9547,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.67,25,6072
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,10.5,27,74844
GO_FIRST,G8-390,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,9.67,12,4262
Vistara,UK-898,Hyderabad,Early_Morning,one,Afternoon,Delhi,Economy,5.0,10,11488
Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Economy,14.17,23,6521
Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Economy,9.25,23,5960
Indigo,6E-397,Delhi,Afternoon,one,Evening,Chennai,Economy,7.42,9,14093
Vistara,UK-828,Chennai,Early_Morning,two_or_more,Early_Morning,Hyderabad,Economy,24.83,33,6032
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Morning,Kolkata,Economy,24.67,5,13840
Indigo,6E-708,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,28,4500
AirAsia,I5-711,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,41,3090
Air_India,AI-541,Hyderabad,Evening,one,Night,Mumbai,Economy,5.92,16,5594
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.58,14,5177
Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Business,12.08,30,54684
AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.5,28,5220
Indigo,6E-139,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,6.58,14,11739
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Business,12.42,49,67769
Air_India,AI-503,Bangalore,Evening,one,Evening,Mumbai,Business,26.17,29,54684
Vistara,UK-846,Bangalore,Morning,one,Evening,Chennai,Economy,11.42,46,4672
Air_India,AI-764,Delhi,Evening,one,Late_Night,Bangalore,Business,8.92,42,52522
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Business,8.33,28,57920
Air_India,AI-685,Mumbai,Early_Morning,one,Late_Night,Delhi,Business,22.58,23,47205
Air_India,AI-607,Mumbai,Evening,one,Morning,Delhi,Economy,16.17,26,6169
Indigo,6E-244,Chennai,Late_Night,one,Morning,Kolkata,Economy,7.58,47,3219
Air_India,AI-543,Hyderabad,Morning,one,Evening,Chennai,Economy,7.67,40,4229
Vistara,UK-776,Kolkata,Evening,one,Morning,Chennai,Economy,18.25,22,10799
Vistara,UK-941,Delhi,Evening,one,Morning,Chennai,Business,16.08,29,53512
Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Economy,8.08,12,16232
Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Business,19.83,19,56588
Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Business,6.25,39,49896
Vistara,UK-816,Bangalore,Morning,one,Evening,Mumbai,Business,7.58,12,62524
Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Business,12.33,18,59021
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Chennai,Business,18.17,32,61933
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,9.75,25,69244
GO_FIRST,G8-625,Hyderabad,Morning,one,Evening,Delhi,Economy,6.33,26,6360
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Kolkata,Economy,9.33,23,5960
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,23,5322
GO_FIRST,G8-365,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.5,21,3324
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Chennai,Business,10.33,40,49613
GO_FIRST,G8-285,Bangalore,Afternoon,two_or_more,Early_Morning,Kolkata,Economy,16.25,5,12920
Air_India,AI-732,Kolkata,Afternoon,one,Evening,Mumbai,Economy,4.83,5,7959
Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Business,12.67,47,53164
Vistara,UK-834,Chennai,Evening,one,Morning,Kolkata,Business,16.42,34,55377
Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,44,3001
Indigo,6E-591,Chennai,Morning,zero,Afternoon,Hyderabad,Economy,1.33,37,1551
Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Delhi,Business,2.17,34,34460
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Business,22.33,32,37985
Vistara,UK-727,Delhi,Night,zero,Night,Kolkata,Business,2.25,26,38056
Vistara,UK-828,Chennai,Early_Morning,one,Early_Morning,Hyderabad,Economy,24.83,44,5483
Indigo,6E-7561,Kolkata,Early_Morning,one,Evening,Chennai,Economy,9.83,45,4170
Vistara,UK-860,Hyderabad,Early_Morning,zero,Morning,Delhi,Business,2.17,21,24234
Vistara,UK-823,Mumbai,Evening,one,Morning,Delhi,Business,15.92,33,51372
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Economy,9.25,23,5772
Vistara,UK-898,Hyderabad,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.42,41,9433
GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.92,35,7790
Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Business,21.67,29,62045
Air_India,AI-442,Mumbai,Afternoon,one,Night,Hyderabad,Economy,8.0,21,4593
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Economy,15.58,48,5549
Vistara,UK-659,Hyderabad,Morning,one,Evening,Delhi,Economy,8.83,36,5668
AirAsia,I5-2991,Kolkata,Night,one,Afternoon,Delhi,Economy,16.5,17,3911
Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,6.92,32,61873
Vistara,UK-738,Kolkata,Evening,one,Afternoon,Hyderabad,Economy,17.83,39,5632
Air_India,AI-542,Delhi,Morning,one,Afternoon,Mumbai,Business,26.5,20,42777
Air_India,AI-766,Chennai,Morning,zero,Afternoon,Kolkata,Business,2.58,9,20000
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Business,19.5,20,49725
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Business,18.08,43,56476
Indigo,6E-6017,Bangalore,Evening,zero,Evening,Chennai,Economy,1.0,29,1924
Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13.0,44,6598
Vistara,UK-613,Mumbai,Afternoon,one,Evening,Delhi,Business,4.5,40,37405
Air_India,AI-773,Kolkata,Evening,one,Evening,Delhi,Business,25.08,44,53743
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Business,12.67,20,57057
Vistara,UK-827,Mumbai,Night,zero,Night,Chennai,Economy,2.08,43,2900
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.42,47,5772
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,26.08,46,6577
GO_FIRST,G8-530,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,16,2410
Air_India,AI-770,Kolkata,Night,one,Morning,Hyderabad,Economy,14.0,11,12054
Vistara,UK-828,Chennai,Early_Morning,two_or_more,Evening,Delhi,Business,12.75,11,75504
Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,13.58,12,15498
Air_India,AI-402,Kolkata,Morning,one,Night,Hyderabad,Economy,13.17,21,6090
Air_India,AI-539,Chennai,Evening,one,Afternoon,Mumbai,Economy,19.83,28,4672
Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,13,5955
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,9.83,22,60978
GO_FIRST,G8-101,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.08,45,3999
Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Business,2.92,15,32859
Indigo,6E-6739,Delhi,Evening,zero,Evening,Chennai,Economy,2.83,38,3789
Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Business,13.67,49,59033
Air_India,AI-541,Hyderabad,Evening,one,Morning,Bangalore,Economy,16.67,19,6314
GO_FIRST,G8-505,Chennai,Evening,one,Late_Night,Delhi,Economy,7.0,15,7352
Vistara,UK-910,Mumbai,Evening,one,Night,Hyderabad,Business,5.33,45,53645
AirAsia,I5-588,Kolkata,Afternoon,one,Late_Night,Mumbai,Economy,11.08,27,3727
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,13.25,32,60555
Vistara,UK-850,Bangalore,Evening,one,Night,Chennai,Business,27.17,31,44280
Vistara,UK-772,Kolkata,Morning,one,Evening,Chennai,Business,9.5,6,55502
AirAsia,I5-749,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.83,45,4498
Vistara,UK-821,Mumbai,Early_Morning,zero,Morning,Chennai,Economy,2.08,39,2900
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,17.25,47,6314
Indigo,6E-6339,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.92,12,5178
Air_India,AI-698,Hyderabad,Night,one,Night,Delhi,Economy,22.17,27,4387
Indigo,6E-788,Delhi,Afternoon,one,Night,Bangalore,Economy,9.83,22,7425
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13.17,12,51345
Air_India,AI-9720,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,15.83,15,11007
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Chennai,Business,7.0,38,41314
Vistara,UK-822,Chennai,Morning,one,Late_Night,Delhi,Business,14.42,11,73376
Vistara,UK-821,Mumbai,Early_Morning,one,Night,Delhi,Economy,17.17,24,4810
Air_India,AI-864,Mumbai,Early_Morning,one,Night,Chennai,Business,16.58,9,49613
Vistara,UK-836,Chennai,Morning,one,Afternoon,Hyderabad,Economy,25.83,22,4086
Vistara,UK-865,Mumbai,Evening,one,Night,Hyderabad,Economy,25.75,30,3334
AirAsia,I5-2991,Kolkata,Night,one,Morning,Delhi,Economy,11.33,23,3014
Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Economy,9.83,4,11129
Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Economy,13.83,14,9141
Vistara,UK-852,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.92,27,2150
Indigo,6E-6965,Kolkata,Afternoon,one,Night,Delhi,Economy,6.92,10,12836
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Business,8.17,16,60160
Air_India,AI-537,Delhi,Evening,one,Morning,Kolkata,Business,17.33,21,47545
AirAsia,I5-749,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.92,30,4498
Air_India,AI-774,Mumbai,Night,one,Night,Hyderabad,Business,24.75,48,50868
